serie,caso,version,parametro,verdadero,ajustado,sigma,z,abs_delta,chi2red,convergido,t_ajuste_s,nota
A3a,A3a_b33,v1_r26,s1_quad,0,0.00279959,0.00304,0.92,0.0028,1.076,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r26,s1_bhf,32.9874,32.9865,0.0104,-0.10,0.000988,1.076,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r26,s1_gamma1,0.25,0.253029,0.00456,0.66,0.00303,1.076,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r26,s1_depth,0.0106103,0.0105858,0.000122,-0.20,2.45e-05,1.076,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r27,s1_delta,0,0.000587482,0.00144,0.41,0.000587,1.019,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r27,s1_quad,0,0.000861858,0.00287,0.30,0.000862,1.019,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r27,s1_bhf,32.9874,32.9767,0.00979,-1.10,0.0107,1.019,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r27,s1_gamma1,0.25,0.245065,0.0043,-1.15,0.00493,1.019,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r27,s1_depth,0.0106103,0.0107417,0.000121,1.08,0.000131,1.019,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r28,s1_delta,0,0.00178763,0.00135,1.33,0.00179,0.829,si,1.0,sexteto barrido Bhf
A3a,A3a_b33,v1_r28,s1_quad,0,0.00547037,0.00269,2.03,0.00547,0.829,si,1.0,sexteto barrido Bhf
A3a,A3a_b33,v1_r28,s1_bhf,32.9874,32.9755,0.00919,-1.30,0.012,0.829,si,1.0,sexteto barrido Bhf
A3a,A3a_b33,v1_r28,s1_gamma1,0.25,0.250357,0.00402,0.09,0.000357,0.829,si,1.0,sexteto barrido Bhf
A3a,A3a_b33,v1_r28,s1_depth,0.0106103,0.010462,0.000108,-1.37,0.000148,0.829,si,1.0,sexteto barrido Bhf
A3a,A3a_b33,v1_r29,s1_delta,0,-0.000102758,0.0015,-0.07,0.000103,1.000,si,1.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r29,s1_quad,0,-0.000445311,0.003,-0.15,0.000445,1.000,si,1.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r29,s1_bhf,32.9874,32.9885,0.0102,0.10,0.00105,1.000,si,1.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r29,s1_gamma1,0.25,0.257608,0.00449,1.69,0.00761,1.000,si,1.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r29,s1_depth,0.0106103,0.0104535,0.000117,-1.34,0.000157,1.000,si,1.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r30,s1_delta,0,-0.000313954,0.00131,-0.24,0.000314,0.837,si,2.3,sexteto barrido Bhf
A3a,A3a_b33,v1_r30,s1_quad,0,0.00172546,0.00261,0.66,0.00173,0.837,si,2.3,sexteto barrido Bhf
A3a,A3a_b33,v1_r30,s1_bhf,32.9874,32.9739,0.00892,-1.52,0.0136,0.837,si,2.3,sexteto barrido Bhf
A3a,A3a_b33,v1_r30,s1_gamma1,0.25,0.243203,0.00392,-1.74,0.0068,0.837,si,2.3,sexteto barrido Bhf
A3a,A3a_b33,v1_r30,s1_depth,0.0106103,0.0106478,0.00011,0.34,3.75e-05,0.837,si,2.3,sexteto barrido Bhf
A3a,A3a_b33,v1_r31,s1_delta,0,0.000482045,0.00149,0.32,0.000482,1.059,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r31,s1_quad,0,-0.00062567,0.00299,-0.21,0.000626,1.059,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r31,s1_bhf,32.9874,32.9842,0.0102,-0.32,0.00327,1.059,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r31,s1_gamma1,0.25,0.248188,0.00448,-0.40,0.00181,1.059,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r31,s1_depth,0.0106103,0.0105999,0.000123,-0.09,1.05e-05,1.059,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r32,s1_delta,0,-0.000261364,0.00151,-0.17,0.000261,1.090,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r32,s1_quad,0,-0.000336942,0.00301,-0.11,0.000337,1.090,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r32,s1_bhf,32.9874,33.0079,0.0103,1.99,0.0204,1.090,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r32,s1_gamma1,0.25,0.252239,0.00452,0.50,0.00224,1.090,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r32,s1_depth,0.0106103,0.0107451,0.000124,1.09,0.000135,1.090,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r33,s1_delta,0,-0.00125793,0.00137,-0.92,0.00126,0.845,si,0.8,sexteto barrido Bhf
A3a,A3a_b33,v1_r33,s1_quad,0,0.00334106,0.00274,1.22,0.00334,0.845,si,0.8,sexteto barrido Bhf
A3a,A3a_b33,v1_r33,s1_bhf,32.9874,32.958,0.00936,-3.15,0.0294,0.845,si,0.8,sexteto barrido Bhf
A3a,A3a_b33,v1_r33,s1_gamma1,0.25,0.250252,0.00409,0.06,0.000252,0.845,si,0.8,sexteto barrido Bhf
A3a,A3a_b33,v1_r33,s1_depth,0.0106103,0.0103823,0.000109,-2.09,0.000228,0.845,si,0.8,sexteto barrido Bhf
A3a,A3a_b33,v1_r34,s1_delta,0,-0.00138096,0.0015,-0.92,0.00138,1.062,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r34,s1_quad,0,-0.000879549,0.003,-0.29,0.00088,1.062,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r34,s1_bhf,32.9874,33.0056,0.0102,1.77,0.0181,1.062,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r34,s1_gamma1,0.25,0.248823,0.0045,-0.26,0.00118,1.062,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r34,s1_depth,0.0106103,0.0105803,0.000123,-0.24,3.01e-05,1.062,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r35,s1_delta,0,0.00210986,0.00141,1.50,0.00211,0.967,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r35,s1_quad,0,-0.00398848,0.00282,-1.41,0.00399,0.967,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r35,s1_bhf,32.9874,33.0082,0.00959,2.16,0.0207,0.967,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r35,s1_gamma1,0.25,0.246607,0.00423,-0.80,0.00339,0.967,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r35,s1_depth,0.0106103,0.0106971,0.000118,0.74,8.68e-05,0.967,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r36,s1_delta,0,0.000974128,0.00152,0.64,0.000974,1.034,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r36,s1_quad,0,0.000163369,0.00304,0.05,0.000163,1.034,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r36,s1_bhf,32.9874,32.9801,0.0104,-0.71,0.00739,1.034,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r36,s1_gamma1,0.25,0.256768,0.00455,1.49,0.00677,1.034,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r36,s1_depth,0.0106103,0.0104729,0.000119,-1.15,0.000137,1.034,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r37,s1_delta,0,-0.00141006,0.00139,-1.02,0.00141,0.901,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r37,s1_quad,0,0.000359773,0.00277,0.13,0.00036,0.901,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r37,s1_bhf,32.9874,32.9764,0.00947,-1.17,0.0111,0.901,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r37,s1_gamma1,0.25,0.250607,0.00415,0.15,0.000607,0.901,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r37,s1_depth,0.0106103,0.0105785,0.000113,-0.28,3.18e-05,0.901,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r38,s1_delta,0,0.00119833,0.00135,0.89,0.0012,0.868,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r38,s1_quad,0,-0.000606964,0.0027,-0.23,0.000607,0.868,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r38,s1_bhf,32.9874,32.9777,0.0092,-1.06,0.00971,0.868,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r38,s1_gamma1,0.25,0.248364,0.00404,-0.41,0.00164,0.868,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r38,s1_depth,0.0106103,0.0106347,0.000111,0.22,2.44e-05,0.868,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r39,s1_delta,0,0.000256511,0.0014,0.18,0.000257,0.832,si,0.9,sexteto barrido Bhf [escalado DE; intento1 chi2red=18.3]
A3a,A3a_b33,v1_r39,s1_quad,0,0.00143497,0.0028,0.51,0.00143,0.832,si,0.9,sexteto barrido Bhf [escalado DE; intento1 chi2red=18.3]
A3a,A3a_b33,v1_r39,s1_bhf,32.9874,32.9889,0.00959,0.15,0.00148,0.832,si,0.9,sexteto barrido Bhf [escalado DE; intento1 chi2red=18.3]
A3a,A3a_b33,v1_r39,s1_gamma1,0.25,0.258511,0.0042,2.02,0.00851,0.832,si,0.9,sexteto barrido Bhf [escalado DE; intento1 chi2red=18.3]
A3a,A3a_b33,v1_r39,s1_depth,0.0106103,0.0102168,0.000107,-3.69,0.000394,0.832,si,0.9,sexteto barrido Bhf [escalado DE; intento1 chi2red=18.3]
A3a,A3a_b33,v1_r40,s1_delta,0,-0.00218426,0.00144,-1.51,0.00218,0.999,si,1.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r40,s1_quad,0,-0.00157654,0.00289,-0.55,0.00158,0.999,si,1.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r40,s1_bhf,32.9874,32.9762,0.00985,-1.14,0.0112,0.999,si,1.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r40,s1_gamma1,0.25,0.248457,0.00432,-0.36,0.00154,0.999,si,1.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r40,s1_depth,0.0106103,0.0106572,0.000119,0.39,4.69e-05,0.999,si,1.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r41,s1_delta,0,-0.000332446,0.00152,-0.22,0.000332,1.079,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r41,s1_quad,0,0.00181384,0.00303,0.60,0.00181,1.079,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r41,s1_bhf,32.9874,32.9896,0.0103,0.21,0.00218,1.079,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r41,s1_gamma1,0.25,0.248129,0.00454,-0.41,0.00187,1.079,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r41,s1_depth,0.0106103,0.0105436,0.000124,-0.54,6.67e-05,1.079,si,0.2,sexteto barrido Bhf
A3a,A3a_b33,v1_r42,s1_delta,0,-0.00111404,0.00139,-0.80,0.00111,0.905,si,0.5,sexteto barrido Bhf
A3a,A3a_b33,v1_r42,s1_quad,0,0.00182226,0.00278,0.66,0.00182,0.905,si,0.5,sexteto barrido Bhf
A3a,A3a_b33,v1_r42,s1_bhf,32.9874,32.9897,0.00947,0.24,0.00229,0.905,si,0.5,sexteto barrido Bhf
A3a,A3a_b33,v1_r42,s1_gamma1,0.25,0.247059,0.00417,-0.71,0.00294,0.905,si,0.5,sexteto barrido Bhf
A3a,A3a_b33,v1_r42,s1_depth,0.0106103,0.0105097,0.000114,-0.88,0.000101,0.905,si,0.5,sexteto barrido Bhf
A3a,A3a_b33,v1_r43,s1_delta,0,0.000697505,0.00155,0.45,0.000698,1.142,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r43,s1_quad,0,-0.00227311,0.00309,-0.74,0.00227,1.142,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r43,s1_bhf,32.9874,32.9887,0.0105,0.12,0.0013,1.142,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r43,s1_gamma1,0.25,0.251727,0.00463,0.37,0.00173,1.142,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r43,s1_depth,0.0106103,0.0107096,0.000126,0.78,9.92e-05,1.142,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r44,s1_delta,0,-0.00169421,0.00143,-1.18,0.00169,0.953,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r44,s1_quad,0,0.00453572,0.00286,1.59,0.00454,0.953,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r44,s1_bhf,32.9874,32.9827,0.00977,-0.48,0.0047,0.953,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r44,s1_gamma1,0.25,0.252571,0.00429,0.60,0.00257,0.953,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r44,s1_depth,0.0106103,0.0105861,0.000115,-0.21,2.42e-05,0.953,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r45,s1_delta,0,-7.09168e-05,0.00143,-0.05,7.09e-05,0.968,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r45,s1_quad,0,0.00455958,0.00285,1.60,0.00456,0.968,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r45,s1_bhf,32.9874,32.9856,0.00974,-0.18,0.0018,0.968,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r45,s1_gamma1,0.25,0.253155,0.00427,0.74,0.00316,0.968,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r45,s1_depth,0.0106103,0.0107147,0.000116,0.90,0.000104,0.968,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r46,s1_delta,0,-2.4809e-05,0.00152,-0.02,2.48e-05,1.121,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r46,s1_quad,0,-0.00405061,0.00303,-1.34,0.00405,1.121,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r46,s1_bhf,32.9874,32.9741,0.0104,-1.28,0.0133,1.121,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r46,s1_gamma1,0.25,0.246806,0.00454,-0.70,0.00319,1.121,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r46,s1_depth,0.0106103,0.0107038,0.000127,0.74,9.34e-05,1.121,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r47,s1_delta,0,-0.001999,0.00135,-1.48,0.002,0.827,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r47,s1_quad,0,-0.00222833,0.00271,-0.82,0.00223,0.827,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r47,s1_bhf,32.9874,32.9888,0.00925,0.15,0.00139,0.827,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r47,s1_gamma1,0.25,0.255403,0.00406,1.33,0.0054,0.827,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r47,s1_depth,0.0106103,0.0104868,0.000107,-1.16,0.000123,0.827,si,0.4,sexteto barrido Bhf
A3a,A3a_b33,v1_r48,s1_delta,0,0.000788814,0.00148,0.53,0.000789,0.979,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r48,s1_quad,0,0.000822629,0.00297,0.28,0.000823,0.979,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r48,s1_bhf,32.9874,32.977,0.0101,-1.03,0.0105,0.979,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r48,s1_gamma1,0.25,0.258666,0.00444,1.95,0.00867,0.979,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r48,s1_depth,0.0106103,0.0104789,0.000115,-1.14,0.000131,0.979,si,0.1,sexteto barrido Bhf
A3a,A3a_b33,v1_r49,s1_delta,0,-0.00198362,0.00149,-1.33,0.00198,1.029,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r49,s1_quad,0,0.00257914,0.00298,0.87,0.00258,1.029,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r49,s1_bhf,32.9874,32.9724,0.0102,-1.48,0.015,1.029,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r49,s1_gamma1,0.25,0.25216,0.00446,0.48,0.00216,1.029,si,1.6,sexteto barrido Bhf
A3a,A3a_b33,v1_r49,s1_depth,0.0106103,0.0105463,0.00012,-0.53,6.4e-05,1.029,si,1.6,sexteto barrido Bhf
D4,D4_sext+dob+sing,v1_r00,s1_delta,0,-0.00124056,0.00144,-0.86,0.00124,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s1_quad,0,-0.00925189,0.00287,-3.22,0.00925,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s1_bhf,32.9874,33.0051,0.00981,1.80,0.0176,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s1_gamma1,0.25,0.256224,0.0043,1.45,0.00622,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s1_depth,0.0106103,0.0103719,0.000112,-2.13,0.000238,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s2_delta,1.1,1.14936,0.00197,25.03,0.0494,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s2_quad,2.6,2.5038,0.00394,-24.44,0.0962,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s2_gamma1,0.25,0.243441,0.00454,-1.44,0.00656,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s2_depth,0.0127324,0.0129938,0.000179,1.46,0.000261,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s3_delta,-0.1,-0.201901,0.00298,-34.24,0.102,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s3_gamma1,0.25,0.264283,0.00887,1.61,0.0143,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r00,s3_depth,0.0127324,0.0120366,0.000334,-2.08,0.000696,0.905,si,0.4,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s1_delta,0,8.86094e-05,0.00143,0.06,8.86e-05,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s1_quad,0,-0.00582248,0.00287,-2.03,0.00582,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s1_bhf,32.9874,32.9914,0.00978,0.40,0.00391,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s1_gamma1,0.25,0.250621,0.0043,0.14,0.000621,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s1_depth,0.0106103,0.0107008,0.000118,0.77,9.04e-05,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s2_delta,1.1,1.103,0.00229,1.31,0.003,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s2_quad,2.6,2.60603,0.00459,1.31,0.00603,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s2_gamma1,0.25,0.255584,0.00507,1.10,0.00558,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s2_depth,0.0127324,0.0124227,0.000183,-1.70,0.00031,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s3_delta,-0.1,-0.101671,0.00286,-0.58,0.00167,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s3_gamma1,0.25,0.249682,0.00871,-0.04,0.000318,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r01,s3_depth,0.0127324,0.0129389,0.000377,0.55,0.000207,0.983,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s1_delta,0,0.00293826,0.00133,2.21,0.00294,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s1_quad,0,-0.00313867,0.00266,-1.18,0.00314,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s1_bhf,32.9874,32.9864,0.00906,-0.11,0.00101,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s1_gamma1,0.25,0.251144,0.00399,0.29,0.00114,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s1_depth,0.0106103,0.0105525,0.000107,-0.54,5.78e-05,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s2_delta,1.1,1.09846,0.00202,-0.77,0.00154,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s2_quad,2.6,2.59834,0.00403,-0.41,0.00166,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s2_gamma1,0.25,0.252663,0.00445,0.60,0.00266,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s2_depth,0.0127324,0.0126732,0.000166,-0.36,5.92e-05,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s3_delta,-0.1,-0.099594,0.00265,0.15,0.000406,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s3_gamma1,0.25,0.256461,0.00831,0.78,0.00646,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r02,s3_depth,0.0127324,0.0125494,0.000337,-0.54,0.000183,0.819,si,8.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s1_delta,0,0.000651536,0.00143,0.45,0.000652,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s1_quad,0,-0.0054881,0.00286,-1.92,0.00549,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s1_bhf,32.9874,32.9878,0.00976,0.04,0.000405,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s1_gamma1,0.25,0.246891,0.0043,-0.72,0.00311,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s1_depth,0.0106103,0.0106769,0.000119,0.56,6.66e-05,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s2_delta,1.1,1.10224,0.0026,0.86,0.00224,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s2_quad,2.6,2.58677,0.00518,-2.56,0.0132,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s2_gamma1,0.25,0.250877,0.00496,0.18,0.000877,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s2_depth,0.0127324,0.0125456,0.000185,-1.01,0.000187,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s3_delta,-0.1,-0.103808,0.00365,-1.04,0.00381,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s3_gamma1,0.25,0.269967,0.0108,1.84,0.02,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r03,s3_depth,0.0127324,0.0123737,0.000397,-0.90,0.000359,0.992,si,0.5,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s1_delta,0,0.000345699,0.00147,0.24,0.000346,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s1_quad,0,-0.00259069,0.00293,-0.88,0.00259,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s1_bhf,32.9874,32.9931,0.00998,0.57,0.00567,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s1_gamma1,0.25,0.248721,0.0044,-0.29,0.00128,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s1_depth,0.0106103,0.0105863,0.00012,-0.20,2.4e-05,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s2_delta,1.1,1.0991,0.00253,-0.36,0.000903,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s2_quad,2.6,2.58918,0.00504,-2.15,0.0108,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s2_gamma1,0.25,0.255156,0.00508,1.02,0.00516,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s2_depth,0.0127324,0.0125559,0.000186,-0.95,0.000177,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s3_delta,-0.1,-0.104824,0.00349,-1.38,0.00482,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s3_gamma1,0.25,0.263307,0.0103,1.29,0.0133,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r04,s3_depth,0.0127324,0.0123444,0.000393,-0.99,0.000388,1.012,si,0.3,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s1_delta,0,0.000573173,0.00159,0.36,0.000573,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s1_quad,0,0.000986645,0.00317,0.31,0.000987,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s1_bhf,32.9874,32.9849,0.0108,-0.23,0.00254,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s1_gamma1,0.25,0.25354,0.00476,0.74,0.00354,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s1_depth,0.0106103,0.0105028,0.000126,-0.85,0.000108,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s2_delta,1.1,1.09737,0.00208,-1.26,0.00263,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s2_quad,2.6,2.60765,0.00417,1.83,0.00765,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s2_gamma1,0.25,0.241118,0.00494,-1.80,0.00888,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s2_depth,0.0127324,0.0129941,0.000197,1.33,0.000262,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s3_delta,-0.1,-0.0946703,0.00273,1.95,0.00533,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s3_gamma1,0.25,0.254599,0.00893,0.52,0.0046,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r05,s3_depth,0.0127324,0.0128536,0.000377,0.32,0.000121,1.146,si,0.2,mezcla clasica 3 fases
D4,D4_sext+dob+sing,v1_r06,s1_delta,0,0.000892053,0.00148,0.60,0.000892,1.079,si,0.4,mezcla clasica 3 fases
