serie,caso,version,parametro,verdadero,ajustado,sigma,z,abs_delta,chi2red,convergido,t_ajuste_s,nota
A2,A2_d0.70_q0.50,v1,s1_gamma1,0.25,0.249469,0.00151,-0.35,0.000531,1.017,si,0.1,doblete rejilla
A2,A2_d0.70_q0.50,v1,s1_depth,0.0212207,0.0212708,9.67e-05,0.52,5.02e-05,1.017,si,0.1,doblete rejilla
A2,A2_d0.70_q0.70,v1,s1_delta,0.7,0.699298,0.000559,-1.25,0.000702,1.013,si,0.0,doblete rejilla
A2,A2_d0.70_q0.70,v1,s1_quad,0.7,0.700488,0.00109,0.45,0.000488,1.013,si,0.0,doblete rejilla
A2,A2_d0.70_q0.70,v1,s1_gamma1,0.25,0.252069,0.00154,1.35,0.00207,1.013,si,0.0,doblete rejilla
A2,A2_d0.70_q0.70,v1,s1_depth,0.0212207,0.0211884,9.35e-05,-0.35,3.23e-05,1.013,si,0.0,doblete rejilla
A2,A2_d0.70_q1.00,v1,s1_delta,0.7,0.700877,0.000501,1.75,0.000877,0.854,si,0.1,doblete rejilla
A2,A2_d0.70_q1.00,v1,s1_quad,1,0.998582,0.000994,-1.43,0.00142,0.854,si,0.1,doblete rejilla
A2,A2_d0.70_q1.00,v1,s1_gamma1,0.25,0.248543,0.00146,-1.00,0.00146,0.854,si,0.1,doblete rejilla
A2,A2_d0.70_q1.00,v1,s1_depth,0.0212207,0.0212956,8.54e-05,0.88,7.49e-05,0.854,si,0.1,doblete rejilla
A2,A2_d0.70_q1.50,v1,s1_delta,0.7,0.700463,0.000532,0.87,0.000463,0.943,si,0.1,doblete rejilla
A2,A2_d0.70_q1.50,v1,s1_quad,1.5,1.49923,0.00106,-0.72,0.00077,0.943,si,0.1,doblete rejilla
A2,A2_d0.70_q1.50,v1,s1_gamma1,0.25,0.25243,0.00163,1.49,0.00243,0.943,si,0.1,doblete rejilla
A2,A2_d0.70_q1.50,v1,s1_depth,0.0212207,0.0211722,8.86e-05,-0.55,4.84e-05,0.943,si,0.1,doblete rejilla
A2,A2_d0.70_q2.00,v1,s1_delta,0.7,0.698703,0.000531,-2.44,0.0013,0.976,si,0.0,doblete rejilla
A2,A2_d0.70_q2.00,v1,s1_quad,2,2.00018,0.00106,0.17,0.000177,0.976,si,0.0,doblete rejilla
A2,A2_d0.70_q2.00,v1,s1_gamma1,0.25,0.24858,0.00166,-0.86,0.00142,0.976,si,0.0,doblete rejilla
A2,A2_d0.70_q2.00,v1,s1_depth,0.0212207,0.0214271,9.07e-05,2.27,0.000206,0.976,si,0.0,doblete rejilla
A2,A2_d0.70_q2.65,v1,s1_delta,0.7,0.699334,0.000487,-1.37,0.000666,0.794,si,0.0,doblete rejilla
A2,A2_d0.70_q2.65,v1,s1_quad,2.65,2.6505,0.000972,0.52,0.000502,0.794,si,0.0,doblete rejilla
A2,A2_d0.70_q2.65,v1,s1_gamma1,0.25,0.250834,0.00154,0.54,0.000834,0.794,si,0.0,doblete rejilla
A2,A2_d0.70_q2.65,v1,s1_depth,0.0212207,0.0211777,8.15e-05,-0.53,4.3e-05,0.794,si,0.0,doblete rejilla
A2,A2_d0.70_q3.50,v1,s1_delta,0.7,0.701055,0.000507,2.08,0.00105,0.865,si,0.0,doblete rejilla
A2,A2_d0.70_q3.50,v1,s1_quad,3.5,3.50094,0.00101,0.93,0.000938,0.865,si,0.0,doblete rejilla
A2,A2_d0.70_q3.50,v1,s1_gamma1,0.25,0.251123,0.00162,0.70,0.00112,0.865,si,0.0,doblete rejilla
A2,A2_d0.70_q3.50,v1,s1_depth,0.0212207,0.0212276,8.5e-05,0.08,6.9e-06,0.865,si,0.0,doblete rejilla
A2,A2_d1.12_q0.15,v1,s1_delta,1.12,1.12075,0.000533,1.40,0.000747,0.939,si,0.1,doblete rejilla
A2,A2_d1.12_q0.15,v1,s1_quad,0.15,0.148438,0.00141,-1.10,0.00156,0.939,si,0.1,doblete rejilla
A2,A2_d1.12_q0.15,v1,s1_gamma1,0.25,0.25342,0.00217,1.57,0.00342,0.939,si,0.1,doblete rejilla
A2,A2_d1.12_q0.15,v1,s1_depth,0.0212207,0.0210366,0.000127,-1.45,0.000184,0.939,si,0.1,doblete rejilla
A2,A2_d1.12_q0.30,v1,s1_delta,1.12,1.12036,0.000625,0.58,0.000364,1.013,si,0.0,doblete rejilla
A2,A2_d1.12_q0.30,v1,s1_quad,0.3,0.299747,0.00102,-0.25,0.000253,1.013,si,0.0,doblete rejilla
A2,A2_d1.12_q0.30,v1,s1_gamma1,0.25,0.251139,0.00171,0.67,0.00114,1.013,si,0.0,doblete rejilla
A2,A2_d1.12_q0.30,v1,s1_depth,0.0212207,0.0211095,0.000106,-1.05,0.000111,1.013,si,0.0,doblete rejilla
A2,A2_d1.12_q0.50,v1,s1_delta,1.12,1.12053,0.00054,0.98,0.000526,0.896,si,0.0,doblete rejilla
A2,A2_d1.12_q0.50,v1,s1_quad,0.5,0.500763,0.001,0.76,0.000763,0.896,si,0.0,doblete rejilla
A2,A2_d1.12_q0.50,v1,s1_gamma1,0.25,0.25161,0.00144,1.12,0.00161,0.896,si,0.0,doblete rejilla
A2,A2_d1.12_q0.50,v1,s1_depth,0.0212207,0.0212255,9.04e-05,0.05,4.85e-06,0.896,si,0.0,doblete rejilla
A2,A2_d1.12_q0.70,v1,s1_delta,1.12,1.11914,0.000546,-1.58,0.00086,0.962,si,0.0,doblete rejilla
A2,A2_d1.12_q0.70,v1,s1_quad,0.7,0.701046,0.00106,0.98,0.00105,0.962,si,0.0,doblete rejilla
A2,A2_d1.12_q0.70,v1,s1_gamma1,0.25,0.250784,0.00152,0.52,0.000784,0.962,si,0.0,doblete rejilla
A2,A2_d1.12_q0.70,v1,s1_depth,0.0212207,0.0210786,9.13e-05,-1.55,0.000142,0.962,si,0.0,doblete rejilla
A2,A2_d1.12_q1.00,v1,s1_delta,1.12,1.11998,0.00051,-0.05,2.44e-05,0.868,si,0.0,doblete rejilla
A2,A2_d1.12_q1.00,v1,s1_quad,1,1.00141,0.00101,1.39,0.00141,0.868,si,0.0,doblete rejilla
A2,A2_d1.12_q1.00,v1,s1_gamma1,0.25,0.251321,0.0015,0.88,0.00132,0.868,si,0.0,doblete rejilla
A2,A2_d1.12_q1.00,v1,s1_depth,0.0212207,0.0212421,8.57e-05,0.25,2.14e-05,0.868,si,0.0,doblete rejilla
A2,A2_d1.12_q1.50,v1,s1_delta,1.12,1.12044,0.000507,0.88,0.000444,0.857,si,0.0,doblete rejilla
A2,A2_d1.12_q1.50,v1,s1_quad,1.5,1.49977,0.00101,-0.23,0.00023,0.857,si,0.0,doblete rejilla
A2,A2_d1.12_q1.50,v1,s1_gamma1,0.25,0.251829,0.00158,1.16,0.00183,0.857,si,0.0,doblete rejilla
A2,A2_d1.12_q1.50,v1,s1_depth,0.0212207,0.0211601,8.47e-05,-0.72,6.06e-05,0.857,si,0.0,doblete rejilla
A2,A2_d1.12_q2.00,v1,s1_delta,1.12,1.11931,0.000545,-1.27,0.00069,1.005,si,0.0,doblete rejilla
A2,A2_d1.12_q2.00,v1,s1_quad,2,1.99995,0.00109,-0.05,5.36e-05,1.005,si,0.0,doblete rejilla
A2,A2_d1.12_q2.00,v1,s1_gamma1,0.25,0.248868,0.00173,-0.65,0.00113,1.005,si,0.0,doblete rejilla
A2,A2_d1.12_q2.00,v1,s1_depth,0.0212207,0.0211714,9.21e-05,-0.53,4.92e-05,1.005,si,0.0,doblete rejilla
A2,A2_d1.12_q2.65,v1,s1_delta,1.12,1.11892,0.000542,-1.98,0.00108,0.999,si,0.0,doblete rejilla
A2,A2_d1.12_q2.65,v1,s1_quad,2.65,2.6494,0.00108,-0.55,0.000596,0.999,si,0.0,doblete rejilla
A2,A2_d1.12_q2.65,v1,s1_gamma1,0.25,0.249254,0.00175,-0.43,0.000746,0.999,si,0.0,doblete rejilla
A2,A2_d1.12_q2.65,v1,s1_depth,0.0212207,0.0212491,9.17e-05,0.31,2.85e-05,0.999,si,0.0,doblete rejilla
A2,A2_d1.12_q3.50,v1,s1_delta,1.12,1.12029,0.0005,0.57,0.000285,0.858,si,0.0,doblete rejilla
A2,A2_d1.12_q3.50,v1,s1_quad,3.5,3.49998,0.000999,-0.02,2.4e-05,0.858,si,0.0,doblete rejilla
A2,A2_d1.12_q3.50,v1,s1_gamma1,0.25,0.249499,0.00161,-0.31,0.000501,0.858,si,0.0,doblete rejilla
A2,A2_d1.12_q3.50,v1,s1_depth,0.0212207,0.0213593,8.49e-05,1.63,0.000139,0.858,si,0.0,doblete rejilla
A2,A2_d1.30_q0.15,v1,s1_delta,1.3,1.29907,0.000533,-1.75,0.000935,0.948,si,0.3,doblete rejilla
A2,A2_d1.30_q0.15,v1,s1_quad,0.15,0.150306,0.00135,0.23,0.000306,0.948,si,0.3,doblete rejilla
A2,A2_d1.30_q0.15,v1,s1_gamma1,0.25,0.249377,0.00213,-0.29,0.000623,0.948,si,0.3,doblete rejilla
A2,A2_d1.30_q0.15,v1,s1_depth,0.0212207,0.021256,0.000127,0.28,3.53e-05,0.948,si,0.3,doblete rejilla
A2,A2_d1.30_q0.30,v1,s1_delta,1.3,1.29958,0.000609,-0.69,0.000418,0.990,si,0.1,doblete rejilla
A2,A2_d1.30_q0.30,v1,s1_quad,0.3,0.300005,0.000995,0.00,4.57e-06,0.990,si,0.1,doblete rejilla
A2,A2_d1.30_q0.30,v1,s1_gamma1,0.25,0.248017,0.00167,-1.19,0.00198,0.990,si,0.1,doblete rejilla
A2,A2_d1.30_q0.30,v1,s1_depth,0.0212207,0.0212363,0.000105,0.15,1.56e-05,0.990,si,0.1,doblete rejilla
A2,A2_d1.30_q0.50,v1,s1_delta,1.3,1.30058,0.000578,1.00,0.000576,1.026,si,0.0,doblete rejilla
A2,A2_d1.30_q0.50,v1,s1_quad,0.5,0.502401,0.00107,2.24,0.0024,1.026,si,0.0,doblete rejilla
A2,A2_d1.30_q0.50,v1,s1_gamma1,0.25,0.251956,0.00155,1.26,0.00196,1.026,si,0.0,doblete rejilla
A2,A2_d1.30_q0.50,v1,s1_depth,0.0212207,0.0211914,9.67e-05,-0.30,2.93e-05,1.026,si,0.0,doblete rejilla
A2,A2_d1.30_q0.70,v1,s1_delta,1.3,1.30018,0.000573,0.32,0.000181,1.057,si,0.0,doblete rejilla
A2,A2_d1.30_q0.70,v1,s1_quad,0.7,0.700146,0.00111,0.13,0.000146,1.057,si,0.0,doblete rejilla
A2,A2_d1.30_q0.70,v1,s1_gamma1,0.25,0.251081,0.0016,0.67,0.00108,1.057,si,0.0,doblete rejilla
A2,A2_d1.30_q0.70,v1,s1_depth,0.0212207,0.0210918,9.57e-05,-1.35,0.000129,1.057,si,0.0,doblete rejilla
A2,A2_d1.30_q1.00,v1,s1_delta,1.3,1.30041,0.000558,0.73,0.000409,1.035,si,0.0,doblete rejilla
A2,A2_d1.30_q1.00,v1,s1_quad,1,0.998248,0.00111,-1.58,0.00175,1.035,si,0.0,doblete rejilla
A2,A2_d1.30_q1.00,v1,s1_gamma1,0.25,0.25099,0.00166,0.60,0.00099,1.035,si,0.0,doblete rejilla
A2,A2_d1.30_q1.00,v1,s1_depth,0.0212207,0.0211785,9.37e-05,-0.45,4.21e-05,1.035,si,0.0,doblete rejilla
A2,A2_d1.30_q1.50,v1,s1_delta,1.3,1.29963,0.000506,-0.73,0.000371,0.871,si,0.0,doblete rejilla
A2,A2_d1.30_q1.50,v1,s1_quad,1.5,1.49984,0.00101,-0.16,0.000163,0.871,si,0.0,doblete rejilla
A2,A2_d1.30_q1.50,v1,s1_gamma1,0.25,0.249124,0.00159,-0.55,0.000876,0.871,si,0.0,doblete rejilla
A2,A2_d1.30_q1.50,v1,s1_depth,0.0212207,0.0212628,8.58e-05,0.49,4.21e-05,0.871,si,0.0,doblete rejilla
A2,A2_d1.30_q2.00,v1,s1_delta,1.3,1.30014,0.00057,0.25,0.00014,1.091,si,0.0,doblete rejilla
A2,A2_d1.30_q2.00,v1,s1_quad,2,1.99975,0.00114,-0.22,0.000252,1.091,si,0.0,doblete rejilla
A2,A2_d1.30_q2.00,v1,s1_gamma1,0.25,0.249286,0.00183,-0.39,0.000714,1.091,si,0.0,doblete rejilla
A2,A2_d1.30_q2.00,v1,s1_depth,0.0212207,0.0211402,9.59e-05,-0.84,8.05e-05,1.091,si,0.0,doblete rejilla
A2,A2_d1.30_q2.65,v1,s1_delta,1.3,1.30054,0.000546,0.98,0.000535,1.000,si,0.3,doblete rejilla
A2,A2_d1.30_q2.65,v1,s1_quad,2.65,2.64918,0.00109,-0.75,0.000817,1.000,si,0.3,doblete rejilla
A2,A2_d1.30_q2.65,v1,s1_gamma1,0.25,0.250664,0.00178,0.37,0.000664,1.000,si,0.3,doblete rejilla
A2,A2_d1.30_q2.65,v1,s1_depth,0.0212207,0.0211807,9.16e-05,-0.44,4e-05,1.000,si,0.3,doblete rejilla
A2,A2_d1.30_q3.50,v1,s1_delta,1.3,1.30003,0.00056,0.05,2.86e-05,1.056,si,0.1,doblete rejilla
A2,A2_d1.30_q3.50,v1,s1_quad,3.5,3.50229,0.00112,2.05,0.00229,1.056,si,0.1,doblete rejilla
A2,A2_d1.30_q3.50,v1,s1_gamma1,0.25,0.250185,0.00182,0.10,0.000185,1.056,si,0.1,doblete rejilla
A2,A2_d1.30_q3.50,v1,s1_depth,0.0212207,0.0211875,9.42e-05,-0.35,3.31e-05,1.056,si,0.1,doblete rejilla
A3a,A3a_b2,v1,s1_delta,0,0.00388635,0.00167,2.33,0.00389,0.850,si,0.2,sexteto barrido Bhf
A3a,A3a_b2,v1,s1_quad,0,0.0015955,0.00262,0.61,0.0016,0.850,si,0.2,sexteto barrido Bhf
A3a,A3a_b2,v1,s1_bhf,1.99924,1.99786,0.00881,-0.16,0.00138,0.850,si,0.2,sexteto barrido Bhf
A3a,A3a_b2,v1,s1_gamma1,0.25,0.246912,0.0042,-0.73,0.00309,0.850,si,0.2,sexteto barrido Bhf
A3a,A3a_b2,v1,s1_depth,0.0106103,0.0106678,0.000147,0.39,5.75e-05,0.850,si,0.2,sexteto barrido Bhf
A3a,A3a_b5,v1,s1_delta,0,-0.000133347,0.00158,-0.08,0.000133,0.783,si,0.2,sexteto barrido Bhf
A3a,A3a_b5,v1,s1_quad,0,0.00199465,0.00254,0.78,0.00199,0.783,si,0.2,sexteto barrido Bhf
A3a,A3a_b5,v1,s1_bhf,4.9981,4.99088,0.00946,-0.76,0.00722,0.783,si,0.2,sexteto barrido Bhf
A3a,A3a_b5,v1,s1_gamma1,0.25,0.249348,0.00336,-0.19,0.000652,0.783,si,0.2,sexteto barrido Bhf
A3a,A3a_b5,v1,s1_depth,0.0106103,0.0107303,0.000124,0.97,0.00012,0.783,si,0.2,sexteto barrido Bhf
A3a,A3a_b10,v1,s1_delta,0,-0.00183528,0.00153,-1.20,0.00184,1.120,si,0.2,sexteto barrido Bhf
A3a,A3a_b10,v1,s1_quad,0,0.000425698,0.00296,0.14,0.000426,1.120,si,0.2,sexteto barrido Bhf
A3a,A3a_b10,v1,s1_bhf,9.9962,10.0097,0.0105,1.29,0.0135,1.120,si,0.2,sexteto barrido Bhf
A3a,A3a_b10,v1,s1_gamma1,0.25,0.243606,0.00367,-1.74,0.00639,1.120,si,0.2,sexteto barrido Bhf
A3a,A3a_b10,v1,s1_depth,0.0106103,0.0108432,0.000129,1.80,0.000233,1.120,si,0.2,sexteto barrido Bhf
A3a,A3a_b15,v1,s1_delta,0,0.000283691,0.0014,0.20,0.000284,0.938,si,0.1,sexteto barrido Bhf
A3a,A3a_b15,v1,s1_quad,0,5.95688e-06,0.00278,0.00,5.96e-06,0.938,si,0.1,sexteto barrido Bhf
A3a,A3a_b15,v1,s1_bhf,14.9943,14.9953,0.00958,0.11,0.00103,0.938,si,0.1,sexteto barrido Bhf
A3a,A3a_b15,v1,s1_gamma1,0.25,0.248742,0.00378,-0.33,0.00126,0.938,si,0.1,sexteto barrido Bhf
A3a,A3a_b15,v1,s1_depth,0.0106103,0.0106421,0.000117,0.27,3.18e-05,0.938,si,0.1,sexteto barrido Bhf
A3a,A3a_b20,v1,s1_delta,0,-0.00122544,0.00154,-0.79,0.00123,1.103,si,0.1,sexteto barrido Bhf
A3a,A3a_b20,v1,s1_quad,0,5.84635e-05,0.00308,0.02,5.85e-05,1.103,si,0.1,sexteto barrido Bhf
A3a,A3a_b20,v1,s1_bhf,19.9924,19.9842,0.0106,-0.77,0.00815,1.103,si,0.1,sexteto barrido Bhf
A3a,A3a_b20,v1,s1_gamma1,0.25,0.250564,0.00435,0.13,0.000564,1.103,si,0.1,sexteto barrido Bhf
A3a,A3a_b20,v1,s1_depth,0.0106103,0.0105214,0.000125,-0.71,8.9e-05,1.103,si,0.1,sexteto barrido Bhf
A3a,A3a_b26,v1,s1_delta,0,0.000560585,0.00148,0.38,0.000561,0.981,si,0.6,sexteto barrido Bhf
A3a,A3a_b26,v1,s1_quad,0,-0.000128417,0.00295,-0.04,0.000128,0.981,si,0.6,sexteto barrido Bhf
A3a,A3a_b26,v1,s1_bhf,25.9901,25.9929,0.0103,0.27,0.00278,0.981,si,0.6,sexteto barrido Bhf
A3a,A3a_b26,v1,s1_gamma1,0.25,0.256323,0.00424,1.49,0.00632,0.981,si,0.6,sexteto barrido Bhf
A3a,A3a_b26,v1,s1_depth,0.0106103,0.0104914,0.000115,-1.03,0.000119,0.981,si,0.6,sexteto barrido Bhf
A3a,A3a_b33,v1,s1_delta,0,0.000572484,0.00138,0.41,0.000572,0.968,si,1.1,sexteto barrido Bhf
A3a,A3a_b33,v1,s1_quad,0,-0.00094031,0.00277,-0.34,0.00094,0.968,si,1.1,sexteto barrido Bhf
A3a,A3a_b33,v1,s1_bhf,32.9874,32.9868,0.00942,-0.06,0.000598,0.968,si,1.1,sexteto barrido Bhf
A3a,A3a_b33,v1,s1_gamma1,0.25,0.241922,0.00415,-1.95,0.00808,0.968,si,1.1,sexteto barrido Bhf
A3a,A3a_b33,v1,s1_depth,0.0106103,0.0107951,0.000119,1.55,0.000185,0.968,si,1.1,sexteto barrido Bhf
A3a,A3a_b40,v1,s1_delta,0,-0.00187215,0.00145,-1.29,0.00187,0.974,si,0.5,sexteto barrido Bhf
A3a,A3a_b40,v1,s1_quad,0,0.00249003,0.00291,0.86,0.00249,0.974,si,0.5,sexteto barrido Bhf
A3a,A3a_b40,v1,s1_bhf,39.9848,39.9961,0.01,1.13,0.0114,0.974,si,0.5,sexteto barrido Bhf
A3a,A3a_b40,v1,s1_gamma1,0.25,0.249191,0.00428,-0.19,0.000809,0.974,si,0.5,sexteto barrido Bhf
A3a,A3a_b40,v1,s1_depth,0.0106103,0.0105464,0.000116,-0.55,6.4e-05,0.974,si,0.5,sexteto barrido Bhf
A3a,A3a_b45,v1,s1_delta,0,-0.000245707,0.00146,-0.17,0.000246,1.003,si,1.5,sexteto barrido Bhf
A3a,A3a_b45,v1,s1_quad,0,-0.00268839,0.00292,-0.92,0.00269,1.003,si,1.5,sexteto barrido Bhf
A3a,A3a_b45,v1,s1_bhf,44.9829,44.9941,0.0101,1.12,0.0113,1.003,si,1.5,sexteto barrido Bhf
A3a,A3a_b45,v1,s1_gamma1,0.25,0.249856,0.00428,-0.03,0.000144,1.003,si,1.5,sexteto barrido Bhf
A3a,A3a_b45,v1,s1_depth,0.0106103,0.0107103,0.000117,0.86,0.0001,1.003,si,1.5,sexteto barrido Bhf
A3a,A3a_b49,v1,s1_delta,0,0.0016631,0.00137,1.21,0.00166,0.849,si,1.5,sexteto barrido Bhf
A3a,A3a_b49,v1,s1_quad,0,-0.00106314,0.00275,-0.39,0.00106,0.849,si,1.5,sexteto barrido Bhf
A3a,A3a_b49,v1,s1_bhf,48.9814,48.9661,0.00943,-1.62,0.0153,0.849,si,1.5,sexteto barrido Bhf
A3a,A3a_b49,v1,s1_gamma1,0.25,0.257249,0.00417,1.74,0.00725,0.849,si,1.5,sexteto barrido Bhf
A3a,A3a_b49,v1,s1_depth,0.0106103,0.0105243,0.000107,-0.80,8.6e-05,0.849,si,1.5,sexteto barrido Bhf
A3a,A3a_b51.7,v1,s1_delta,0,-0.00258315,0.00153,-1.69,0.00258,1.080,si,0.6,sexteto barrido Bhf
A3a,A3a_b51.7,v1,s1_quad,0,0.004762,0.00306,1.56,0.00476,1.080,si,0.6,sexteto barrido Bhf
A3a,A3a_b51.7,v1,s1_bhf,51.6803,51.6785,0.0105,-0.18,0.00187,1.080,si,0.6,sexteto barrido Bhf
A3a,A3a_b51.7,v1,s1_gamma1,0.25,0.248006,0.00448,-0.45,0.00199,1.080,si,0.6,sexteto barrido Bhf
A3a,A3a_b51.7,v1,s1_depth,0.0106103,0.0105803,0.000122,-0.25,3e-05,1.080,si,0.6,sexteto barrido Bhf
A3a,A3a_b55,v1,s1_delta,0,0.00147571,0.0013,1.13,0.00148,0.804,si,0.1,sexteto barrido Bhf
A3a,A3a_b55,v1,s1_quad,0,-0.00365484,0.00261,-1.40,0.00365,0.804,si,0.1,sexteto barrido Bhf
A3a,A3a_b55,v1,s1_bhf,54.9791,54.9793,0.00891,0.02,0.000203,0.804,si,0.1,sexteto barrido Bhf
A3a,A3a_b55,v1,s1_gamma1,0.25,0.250441,0.00391,0.11,0.000441,0.804,si,0.1,sexteto barrido Bhf
A3a,A3a_b55,v1,s1_depth,0.0106103,0.0106898,0.000106,0.75,7.94e-05,0.804,si,0.1,sexteto barrido Bhf
A3b,A3b_e-0.30,v1,s1_delta,0,0.00117878,0.00139,0.85,0.00118,0.915,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.30,v1,s1_quad,-0.3,-0.30445,0.00278,-1.60,0.00445,0.915,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.30,v1,s1_bhf,32.9874,32.9817,0.0095,-0.60,0.00574,0.915,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.30,v1,s1_gamma1,0.25,0.250386,0.00416,0.09,0.000386,0.915,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.30,v1,s1_depth,0.0106103,0.010626,0.000113,0.14,1.56e-05,0.915,si,0.3,sexteto barrido QUA
A3b,A3b_e-0.20,v1,s1_delta,0,-0.000493123,0.00144,-0.34,0.000493,1.021,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.20,v1,s1_quad,-0.2,-0.198251,0.00288,0.61,0.00175,1.021,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.20,v1,s1_bhf,32.9874,32.9679,0.00994,-1.97,0.0196,1.021,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.20,v1,s1_gamma1,0.25,0.241804,0.00425,-1.93,0.0082,1.021,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.20,v1,s1_depth,0.0106103,0.0106525,0.000121,0.35,4.22e-05,1.021,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v1,s1_delta,0,-0.000331682,0.00138,-0.24,0.000332,0.928,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v1,s1_quad,-0.1,-0.100324,0.00276,-0.12,0.000324,0.928,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v1,s1_bhf,32.9874,32.989,0.00955,0.16,0.00153,0.928,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v1,s1_gamma1,0.25,0.243569,0.00404,-1.59,0.00643,0.928,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.10,v1,s1_depth,0.0106103,0.0106797,0.000115,0.61,6.94e-05,0.928,si,0.1,sexteto barrido QUA
A3b,A3b_e-0.05,v1,s1_delta,0,0.000638229,0.00153,0.42,0.000638,1.041,si,1.1,sexteto barrido QUA
A3b,A3b_e-0.05,v1,s1_quad,-0.05,-0.051599,0.00305,-0.52,0.0016,1.041,si,1.1,sexteto barrido QUA
A3b,A3b_e-0.05,v1,s1_bhf,32.9874,32.9798,0.0105,-0.73,0.00766,1.041,si,1.1,sexteto barrido QUA
A3b,A3b_e-0.05,v1,s1_gamma1,0.25,0.260567,0.00452,2.34,0.0106,1.041,si,1.1,sexteto barrido QUA
A3b,A3b_e-0.05,v1,s1_depth,0.0106103,0.0105513,0.000118,-0.50,5.9e-05,1.041,si,1.1,sexteto barrido QUA
A3b,A3b_e+0.05,v1,s1_delta,0,0.00397916,0.00139,2.85,0.00398,0.877,si,0.9,sexteto barrido QUA [escalado DE; intento1 chi2red=26.9]
A3b,A3b_e+0.05,v1,s1_quad,0.05,0.0465058,0.00279,-1.25,0.00349,0.877,si,0.9,sexteto barrido QUA [escalado DE; intento1 chi2red=26.9]
A3b,A3b_e+0.05,v1,s1_bhf,32.9874,32.9831,0.00962,-0.45,0.00436,0.877,si,0.9,sexteto barrido QUA [escalado DE; intento1 chi2red=26.9]
A3b,A3b_e+0.05,v1,s1_gamma1,0.25,0.25381,0.00409,0.93,0.00381,0.877,si,0.9,sexteto barrido QUA [escalado DE; intento1 chi2red=26.9]
A3b,A3b_e+0.05,v1,s1_depth,0.0106103,0.0104969,0.000109,-1.04,0.000113,0.877,si,0.9,sexteto barrido QUA [escalado DE; intento1 chi2red=26.9]
A3b,A3b_e+0.10,v1,s1_delta,0,-0.00129099,0.00157,-0.82,0.00129,1.112,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.10,v1,s1_quad,0.1,0.101653,0.00314,0.53,0.00165,1.112,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.10,v1,s1_bhf,32.9874,32.9929,0.0109,0.50,0.00542,1.112,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.10,v1,s1_gamma1,0.25,0.252526,0.00461,0.55,0.00253,1.112,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.10,v1,s1_depth,0.0106103,0.0104548,0.000123,-1.26,0.000156,1.112,si,0.1,sexteto barrido QUA
A3b,A3b_e+0.20,v1,s1_delta,0,0.000251659,0.00156,0.16,0.000252,1.131,si,1.4,sexteto barrido QUA [escalado DE; intento1 chi2red=32.4]
A3b,A3b_e+0.20,v1,s1_quad,0.2,0.202312,0.00312,0.74,0.00231,1.131,si,1.4,sexteto barrido QUA [escalado DE; intento1 chi2red=32.4]
A3b,A3b_e+0.20,v1,s1_bhf,32.9874,32.9891,0.0108,0.15,0.00162,1.131,si,1.4,sexteto barrido QUA [escalado DE; intento1 chi2red=32.4]
A3b,A3b_e+0.20,v1,s1_gamma1,0.25,0.248764,0.00461,-0.27,0.00124,1.131,si,1.4,sexteto barrido QUA [escalado DE; intento1 chi2red=32.4]
A3b,A3b_e+0.20,v1,s1_depth,0.0106103,0.010502,0.000126,-0.86,0.000108,1.131,si,1.4,sexteto barrido QUA [escalado DE; intento1 chi2red=32.4]
A3b,A3b_e+0.30,v1,s1_delta,0,0.000404753,0.00164,0.25,0.000405,1.304,si,1.6,sexteto barrido QUA
A3b,A3b_e+0.30,v1,s1_quad,0.3,0.301761,0.00327,0.54,0.00176,1.304,si,1.6,sexteto barrido QUA
A3b,A3b_e+0.30,v1,s1_bhf,32.9874,32.998,0.0111,0.94,0.0105,1.304,si,1.6,sexteto barrido QUA
A3b,A3b_e+0.30,v1,s1_gamma1,0.25,0.242933,0.00489,-1.44,0.00707,1.304,si,1.6,sexteto barrido QUA
A3b,A3b_e+0.30,v1,s1_depth,0.0106103,0.0106323,0.000138,0.16,2.2e-05,1.304,si,1.6,sexteto barrido QUA
A3c,A3c_d0.00,v1,s1_delta,0,0.00121713,0.00157,0.77,0.00122,1.081,si,1.7,sexteto barrido delta
A3c,A3c_d0.00,v1,s1_quad,0,-0.000767454,0.00314,-0.24,0.000767,1.081,si,1.7,sexteto barrido delta
A3c,A3c_d0.00,v1,s1_bhf,45.9825,45.9719,0.0109,-0.97,0.0106,1.081,si,1.7,sexteto barrido delta
